T, 1567845647.489840, 6975
T, 1567845647.492365, 7051
T, 1567845647.495121, 7130
T, 1567845647.498310, 7208
T, 1567845647.501008, 7286
T, 1567845647.504176, 7363
T, 1567845647.506808, 7444
T, 1567845647.509671, 7524
T, 1567845647.513286, 7605
T, 1567845647.515373, 7687
T, 1567845647.518074, 7768
T, 1567845647.521153, 7853
T, 1567845647.524328, 7931
T, 1567845647.526634, 8014
T, 1567845647.529683, 8099
T, 1567845647.532535, 8184
T, 1567845647.535407, 8265
T, 1567845647.538217, 8355
T, 1567845647.540978, 8441
T, 1567845647.544051, 8523
T, 1567845647.547481, 8610
T, 1567845647.549515, 8696
T, 1567845647.552543, 8782
T, 1567845647.555360, 8869
T, 1567845647.558016, 8956
T, 1567845647.561061, 9041
T, 1567845647.563829, 9130
T, 1567845647.566878, 9219
T, 1567845647.569788, 9313
T, 1567845647.572273, 9402
T, 1567845647.575419, 9492
T, 1567845647.578196, 9583
T, 1567845647.580867, 9673
T, 1567845647.584008, 9762
T, 1567845647.586684, 9855
T, 1567845647.589432, 9943
T, 1567845647.592494, 10035
T, 1567845647.595592, 10124
T, 1567845647.598163, 10215
T, 1567845647.601831, 10306
T, 1567845647.604013, 10398
T, 1567845647.607108, 10492
T, 1567845647.609900, 10582
T, 1567845647.613173, 10671
T, 1567845647.615687, 10761
T, 1567845647.618720, 10853
T, 1567845647.621479, 10947
T, 1567845647.624634, 11036
T, 1567845647.627344, 11130
T, 1567845647.630383, 11221
T, 1567845647.633148, 11313
T, 1567845647.636204, 11404
T, 1567845647.639056, 11497
T, 1567845647.642015, 11591
T, 1567845647.645288, 11683
T, 1567845647.647644, 11773
T, 1567845647.650388, 11865
T, 1567845647.653555, 11963
T, 1567845647.656291, 12056
T, 1567845647.659312, 12139
T, 1567845647.662192, 12236
T, 1567845647.665593, 12334
T, 1567845647.668212, 12425
T, 1567845647.670982, 12514
T, 1567845647.673701, 12609
T, 1567845647.676867, 12700
T, 1567845647.679515, 12796
T, 1567845647.682618, 12887
T, 1567845647.685335, 12978
T, 1567845647.688340, 13074
T, 1567845647.691201, 13164
T, 1567845647.694160, 13248
T, 1567845647.696912, 13340
T, 1567845647.700270, 13435
T, 1567845647.702817, 13523
T, 1567845647.705825, 13606
T, 1567845647.708545, 13702
T, 1567845647.712222, 13792
T, 1567845647.714297, 13881
T, 1567845647.717330, 13963
T, 1567845647.720110, 14056
T, 1567845647.723145, 14146
T, 1567845647.725877, 14232
T, 1567845647.728971, 14323
T, 1567845647.731680, 14410
T, 1567845647.734821, 14499
T, 1567845647.737509, 14588
T, 1567845647.740584, 14671
T, 1567845647.743280, 14765
T, 1567845647.746366, 14846
