t_ht1, 2019-09-07 08:40:48.900000, 283.42571428571426
t_ht1, 2019-09-07 08:40:51.220000, 267.71
t_ht1, 2019-09-07 08:40:53.480000, 269.5528571428572
t_ht1, 2019-09-07 08:40:55.780000, 285.77500000000003
t_ht1, 2019-09-07 08:40:58.120000, 279.6928571428571
t_ht1, 2019-09-07 08:41:00.440000, 279.1142857142857
t_ht1, 2019-09-07 08:41:02.700000, 288.1657142857143
t_ht1, 2019-09-07 08:41:05.040000, 285.0242857142857
t_ht2, 2019-09-07 08:40:49.520000, 271.21999999999997
t_ht2, 2019-09-07 08:40:51.800000, 271.7085714285714
t_ht2, 2019-09-07 08:40:54.120000, 269.21750000000003
t_ht2, 2019-09-07 08:40:56.460000, 273.1271428571428
t_ht2, 2019-09-07 08:40:58.740000, 272.0942857142857
t_ht2, 2019-09-07 08:41:01.060000, 279.19999999999993
t_ht2, 2019-09-07 08:41:03.380000, 286.17285714285714
t_ht2, 2019-09-07 08:41:05.700000, 278.1457142857143
t_vt, 2019-09-07 08:40:48.100000, 823.63
t_vt, 2019-09-07 08:40:50.380000, 827.125
t_vt, 2019-09-07 08:40:52.660000, 825.4657142857142
t_vt, 2019-09-07 08:40:54.980000, 831.5600000000001
t_vt, 2019-09-07 08:40:57.320000, 823.7257142857142
t_vt, 2019-09-07 08:40:59.600000, 825.0242857142857
t_vt, 2019-09-07 08:41:01.900000, 825.0542857142857
t_vt, 2019-09-07 08:41:04.240000, 829.4699999999999
r_ht, 2019-09-07 08:40:46.860000, 42.1213304713
r_ht, 2019-09-07 08:40:49.140000, 42.055171426
r_ht, 2019-09-07 08:40:51.440000, 42.132398015350006
r_ht, 2019-09-07 08:40:53.740000, 42.20271816175
r_ht, 2019-09-07 08:40:56.060000, 42.1951715494
r_ht, 2019-09-07 08:40:58.360000, 42.169232377750006
r_ht, 2019-09-07 08:41:00.640000, 42.242051647
r_ht, 2019-09-07 08:41:02.980000, 42.2041092991
r_ht, 2019-09-07 08:41:05.300000, 42.23123032195
r_vt, 2019-09-07 08:40:48.100000, 27.6433331866
r_vt, 2019-09-07 08:40:50.380000, 27.7345327042
r_vt, 2019-09-07 08:40:52.660000, 27.7023518809
r_vt, 2019-09-07 08:40:54.980000, 27.46412268745
r_vt, 2019-09-07 08:40:57.300000, 27.4233118882
r_vt, 2019-09-07 08:40:59.600000, 27.49834712845
r_vt, 2019-09-07 08:41:01.900000, 27.6367837612
r_vt, 2019-09-07 08:41:04.240000, 27.6300127387
