R, 1567866558.562145, 95405.890000, 3043.620000
R, 1567866558.569858, 96017.670000, 3149.060000
R, 1567866558.580837, 105709.600000, 3252.380000
R, 1567866558.592501, 94890.710000, 3346.680000
R, 1567866558.603420, 101765.210000, 3416.120000
R, 1567866558.613778, 94520.420000, 3520.540000
R, 1567866558.624882, 110217.470000, 3628.120000
R, 1567866558.636472, 90785.320000, 3721.040000
R, 1567866558.647406, 110008.180000, 3796.120000
R, 1567866558.658431, 93473.950000, 3896.980000
R, 1567866558.668946, 110555.560000, 4006.580000
R, 1567866558.679928, 88611.880000, 4099.790000
R, 1567866558.691714, 114966.840000, 4178.240000
R, 1567866558.702083, 94810.210000, 4276.530000
R, 1567866558.712935, 104341.140000, 4384.710000
R, 1567866558.723764, 89899.850000, 4446.070000
R, 1567866558.734899, 112938.290000, 4558.490000
R, 1567866558.745707, 97997.920000, 4657.180000
R, 1567866558.756766, 109154.900000, 4761.580000
R, 1567866558.768593, 93151.960000, 4825.150000
R, 1567866558.778864, 105258.810000, 4935.720000
R, 1567866558.789876, 101894.010000, 5036.780000
R, 1567866558.800963, 96935.350000, 5127.990000
R, 1567866558.811917, 66700.410000, 5173.510000
R, 1567866558.822760, 39588.780000, 5219.890000
R, 1567866558.834210, -6745.710000, 5221.290000
R, 1567866558.844690, -34082.730000, 5198.030000
R, 1567866558.855648, -57410.970000, 5142.790000
R, 1567866558.866570, -86164.750000, 5061.060000
R, 1567866558.877724, -119007.820000, 4950.730000
R, 1567866558.888977, -94037.430000, 4886.550000
R, 1567866558.899439, -96194.770000, 4781.880000
R, 1567866558.910808, -98287.710000, 4685.670000
R, 1567866558.921712, -105162.210000, 4581.360000
R, 1567866558.932558, -106144.290000, 4508.930000
R, 1567866558.943430, -99656.170000, 4400.000000
R, 1567866558.954802, -120988.070000, 4284.720000
R, 1567866558.965777, -108671.920000, 4170.660000
R, 1567866558.977098, -130969.780000, 4081.290000
R, 1567866558.988094, -122131.130000, 3960.250000
R, 1567866558.998807, -117607.160000, 3834.320000
R, 1567866559.009786, -140146.520000, 3738.690000
R, 1567866559.021054, -119555.210000, 3616.240000
R, 1567866559.032736, -122082.830000, 3483.640000
R, 1567866559.042443, -141160.790000, 3345.190000
R, 1567866559.053549, -119184.920000, 3263.870000
R, 1567866559.064595, -125817.930000, 3127.680000
R, 1567866559.075148, -140001.630000, 2986.130000
R, 1567866559.086650, -121857.440000, 2851.740000
R, 1567866559.097156, -126961.000000, 2765.120000
R, 1567866559.108774, -138681.460000, 2623.560000
R, 1567866559.119361, -138085.780000, 2490.100000
R, 1567866559.130488, -123322.500000, 2405.950000
R, 1567866559.141569, -134495.580000, 2268.840000
R, 1567866559.151976, -128216.760000, 2143.660000
R, 1567866559.163677, -120698.270000, 2021.120000
R, 1567866559.174450, -134447.280000, 1929.370000
R, 1567866559.185516, -113179.790000, 1814.490000
R, 1567866559.196643, -112487.510000, 1692.070000
R, 1567866559.206846, -126317.010000, 1565.320000
R, 1567866559.217736, -101942.310000, 1495.760000
R, 1567866559.229890, -118895.120000, 1375.700000
R, 1567866559.240606, -112407.010000, 1263.830000
R, 1567866559.251542, -109573.490000, 1157.720000
R, 1567866559.261688, -99929.860000, 1089.530000
R, 1567866559.273247, -95582.990000, 985.280000
R, 1567866559.283767, -108027.930000, 880.020000
R, 1567866559.294833, -90318.440000, 818.380000
R, 1567866559.305751, -85955.460000, 732.760000
R, 1567866559.317472, -80626.510000, 644.640000
R, 1567866559.328051, -73301.220000, 567.470000
R, 1567866559.339012, -87227.320000, 507.950000
R, 1567866559.350308, -67312.190000, 436.820000
R, 1567866559.360908, -78726.770000, 360.650000
R, 1567866559.371927, -78340.380000, 283.730000
R, 1567866559.383002, -65798.830000, 238.830000
R, 1567866559.393649, -77648.100000, 162.220000
R, 1567866559.404701, -59246.320000, 98.530000
R, 1567866559.415740, -53530.980000, 62.000000
R, 1567866559.426935, -62852.620000, 0.410000
R, 1567866559.437679, -53015.800000, -57.180000
R, 1567866559.448809, -46398.880000, -103.850000
R, 1567866559.459635, -43919.550000, -133.820000
R, 1567866559.471128, -53386.080000, -186.700000
R, 1567866559.481772, -44241.540000, -234.160000
R, 1567866559.492706, -39218.490000, -273.410000
R, 1567866559.503672, -35113.100000, -297.360000
R, 1567866559.514758, -37930.520000, -335.400000
R, 1567866559.525678, -39814.170000, -376.630000
R, 1567866559.536664, -33406.550000, -409.610000
R, 1567866559.547580, -26628.640000, -427.790000
R, 1567866559.558807, -22619.860000, -451.450000
R, 1567866559.569988, -20076.130000, -472.420000
R, 1567866559.580968, -18514.470000, -485.060000
R, 1567866559.591699, -17387.510000, -502.900000
R, 1567866559.602767, -15455.560000, -519.140000
R, 1567866559.614079, -13684.610000, -532.460000
R, 1567866559.624685, -9225.040000, -538.760000
R, 1567866559.635972, -3783.390000, -543.550000
R, 1567866559.646897, 1368.460000, -543.020000
R, 1567866559.657680, 4169.780000, -538.020000
R, 1567866559.668334, 8178.570000, -532.440000
R, 1567866559.680739, 12235.650000, -520.650000
R, 1567866559.690070, 16147.840000, -504.800000
R, 1567866559.701203, 18095.890000, -485.730000
R, 1567866559.712805, 20704.010000, -471.600000
R, 1567866559.724047, 24986.490000, -446.810000
R, 1567866559.734820, 29880.750000, -417.070000
R, 1567866559.744906, 34742.810000, -393.370000
R, 1567866559.755771, 45980.290000, -348.480000
R, 1567866559.767588, 43130.680000, -302.880000
R, 1567866559.778725, 41247.030000, -259.910000
R, 1567866559.790455, 47461.450000, -227.530000
R, 1567866559.800685, 63480.500000, -166.000000
R, 1567866559.810985, 58328.640000, -103.950000
R, 1567866559.821951, 58924.330000, -42.060000
R, 1567866559.833039, 75313.660000, 9.340000
R, 1567866559.844584, 68777.250000, 83.530000
R, 1567866559.854701, 77551.500000, 160.180000
R, 1567866559.865858, 90237.940000, 221.760000
R, 1567866559.877351, 72592.840000, 297.330000
R, 1567866559.887575, 86889.230000, 382.520000
R, 1567866559.898932, 74122.300000, 456.250000
R, 1567866559.909676, 73880.800000, 506.680000
R, 1567866559.920657, 87758.610000, 596.360000
R, 1567866559.932098, 74234.990000, 672.110000
R, 1567866559.942691, 86808.740000, 760.610000
R, 1567866559.954712, 71159.980000, 809.180000
R, 1567866559.964492, 82864.350000, 890.340000
R, 1567866559.975578, 81576.380000, 979.430000
R, 1567866559.987010, 77132.910000, 1061.280000
R, 1567866559.998353, 91960.590000, 1124.030000
R, 1567866560.009113, 74202.790000, 1200.250000
R, 1567866560.019807, 98287.710000, 1295.690000
R, 1567866560.030746, 81608.580000, 1351.380000
R, 1567866560.041969, 90849.720000, 1440.690000
R, 1567866560.052887, 78211.580000, 1527.320000
R, 1567866560.063530, 81624.680000, 1616.610000
R, 1567866560.074513, 97531.030000, 1683.160000
R, 1567866560.085632, 86438.450000, 1770.030000
R, 1567866560.096673, 91107.310000, 1867.070000
R, 1567866560.107709, 80642.610000, 1953.490000
R, 1567866560.119333, 106208.680000, 2025.970000
R, 1567866560.129663, 87227.320000, 2115.520000
R, 1567866560.140707, 100090.860000, 2217.840000
R, 1567866560.151847, 82751.650000, 2274.320000
R, 1567866560.162965, 110040.380000, 2381.060000
R, 1567866560.173997, 90286.240000, 2474.300000
R, 1567866560.184843, 107722.040000, 2579.800000
R, 1567866560.195547, 86132.550000, 2638.580000
R, 1567866560.206559, 113034.890000, 2749.080000
R, 1567866560.217166, 94617.010000, 2845.380000
R, 1567866560.228452, 110829.250000, 2951.760000
R, 1567866560.238816, 90592.130000, 3013.580000
R, 1567866560.250402, 111086.850000, 3126.460000
R, 1567866560.260845, 101733.010000, 3227.630000
R, 1567866560.272447, 107625.440000, 3331.030000
R, 1567866560.283437, 98609.700000, 3398.320000
R, 1567866560.295102, 101894.010000, 3509.640000
R, 1567866560.304883, 111891.820000, 3618.860000
R, 1567866560.315953, 96500.660000, 3684.730000
R, 1567866560.328178, 111698.630000, 3792.510000
R, 1567866560.338256, 96645.560000, 3897.370000
R, 1567866560.349895, 111070.750000, 4009.910000
R, 1567866560.360529, 91461.500000, 4072.320000
R, 1567866560.371431, 118444.340000, 4187.540000
R, 1567866560.383307, 99301.980000, 4288.750000
R, 1567866560.392790, 114000.860000, 4397.880000
R, 1567866560.403831, 95534.690000, 4463.070000
R, 1567866560.415581, 109171.000000, 4577.490000
R, 1567866560.427199, 107802.540000, 4683.830000
R, 1567866560.438056, 102811.680000, 4753.990000
R, 1567866560.448999, 105194.410000, 4856.720000
R, 1567866560.459173, 97949.620000, 4964.590000
R, 1567866560.469612, 99817.170000, 5068.250000
R, 1567866560.481384, 72464.040000, 5117.700000
R, 1567866560.493688, 38944.790000, 5162.990000
R, 1567866560.503602, 2753.020000, 5172.180000
R, 1567866560.514900, -19866.840000, 5146.890000
R, 1567866560.524499, -46237.890000, 5115.330000
R, 1567866560.535866, -89094.870000, 5034.000000
R, 1567866560.549081, -106112.090000, 4925.700000
R, 1567866560.557658, -105886.690000, 4815.960000
R, 1567866560.569442, -88128.900000, 4755.830000
R, 1567866560.580534, -102199.900000, 4657.570000
R, 1567866560.590493, -88901.680000, 4564.450000
R, 1567866560.603969, -105113.920000, 4492.720000
R, 1567866560.612809, -91252.210000, 4394.050000
R, 1567866560.623945, -116319.200000, 4282.990000
R, 1567866560.635572, -104292.840000, 4173.900000
R, 1567866560.647108, -125866.230000, 4088.020000
R, 1567866560.657989, -111135.150000, 3976.200000
R, 1567866560.667514, -117301.270000, 3849.750000
R, 1567866560.679170, -143382.530000, 3708.600000
R, 1567866560.689411, -119345.910000, 3627.160000
R, 1567866560.700757, -129472.520000, 3486.570000
R, 1567866560.713025, -142207.260000, 3341.400000
R, 1567866560.723402, -128651.450000, 2893.610000
R, 1567866560.734428, -132531.440000, 3110.940000
R, 1567866560.744015, -137844.290000, 2963.080000
R, 1567866560.755665, -143060.540000, 2816.020000
R, 1567866560.767598, -141579.380000, 2719.400000
R, 1567866560.778360, -130229.200000, 2574.390000
R, 1567866560.788008, -140822.700000, 2427.500000
R, 1567866560.799061, -145990.660000, 2279.290000
